,label,text,label_num 
also , i was going back over my calc sheets and i found an error in oct 2000 . please enter a demand fee for $ 647 . 35 on deal 157278 for oct 2000 . 
thanks , 
megan",0 
1484,ham,"Subject: alloc . except - mtr 1491 
daren , 
meter 1491 has steady flow for the first 13 days of the month . it is the 
shanghai energy gas lift sales mtr . previously , these volumes have been 
placed on the strangers agreement , but , i don ' t know that that is correct . 
the volume is steady between 150 and 200 per day . if i should be asking 
someone else , please let me know . 
thank you for all of your assistance and patience , 
mary jane",0 
4980,spam,"Subject: backgammon tournament 
the senate foreign relations committee approved rice ' s nomination 16 - 2 wednesday , despite reservations of some democrats who nonetheless voted for her . while acknowledging that rice will be confirmed eventually , some democrats want to show they are ready to fight the president in his second term - - amid grumbling that party leaders did not stand up to bush in his first term 
btl subjectivity irresolute larsen either spike emeriti downgrade alveolus jeopardy borneo party merriam anthropomorphic bassinet benchmark assam storekeep glycine myself thine sickroom alter dizzy contagious cackle distort batch ingratitude avarice theme horny flirtatious whirligig mizar fiscal 
clockwatcher gnostic joyride allan emitter paulus burnout begrudge condense southbound dialogue zenith bevel deane defuse buckwheat partial dub bonito inapt clearwater coniferous ascription 
hard antoine temporal article leatherback necessary withstood possession schubert anus beechwood akin fix % rnd bates 
thomistic abram tofu southpaw prototype breezy debacle catechism transistor commonwealth galaxy respiratory wet fundraise boggle aminobenzoic back bypath exempt collegial 
saratoga forbear extolling italic radical anecdote rangoon heater showdown delegable ceramium swordplay decontrolling auctioneer vincent levulose voltage orthonormal riemannian declamatory carbondale ann venial portfolio thou axon cambric wind lopez goatherd retentive contraband gruff epsom anguish 
greengrocer counselor boost yellowstone boyce bold crewman naples cony aspheric cinnabar junk doberman citric exciton buttercup alyssum inn boston countersunk indigestion judicatory indefensible portmanteau proclamation efficacious clan respire 
jacksonville integument cleanup botany inca polar fungoid ostrander renault bonito baptistery midland sixtieth summate bereave antiquity nit prickle quebec anglo python contravene pride acquisition squaw 
nitrogenous actinide delta kit banish dishwasher moloch exeter dysentery earphone best aniseikonic showdown allege butt teleprompter tx giantess poach puccini telegram snuff trainman bessie tolstoy modem leeward arrow bialystok stumble edinburgh apostolic 
jeremy communicant dang ghostly bowman barbarism scribble throughput wisp helpful raucous sober laymen refrigerate tautology chinquapin ethnology roustabout flipflop concessionaire 
controller jose semester accessory cluck insupportable heptane astrophysics deceive ampere advertise cavalcade flashback tempo yeah belgium limpid limerick poetry sprout convince dada export hom showcase snowmobile coworker riot artwork ebb deferrable 
tektronix resume brocade casteth respiratory corona foster deferent coffee deep shakespearian cranny getaway airflow grindstone republic roy seventy cloudburst herculean capitulate commendation interferometer compellable hothead selfadjoint bipolar osiris mixture wearisome 
boo wizard allergy razorback xerography innkeeper bugaboo odd corp handwrite edmund wattage dolt paralinguistic digestible acrobat camilla qualitative obvious adobe cyanide strop examine held spout blocky westminster 
hesitate transfuse worcester pauli nearby impromptu ashmolean councilwomen impartation carven glutinous autumn oratorio microbial ballast aspirin cretin muggy stigmata matriarchal colosseum hawthorn upstair aldebaran enunciate timber gladstone amtrak campfire trench vitreous 
glasgow cartilage evergreen eben knudsen ajar fasciculate runaway acm devolution greta commute systemization the medic catharsis mars alligator anion 
fog diploidy surreptitious din topography gal electrode kuwait quark bellyfull agricultural strict embody grandiose cowpox billow molybdenum dementia czarina conservation algiers thither yeager amherst cue predictor jacket bonze shag shish breadroot fern freshen 
expenditure along give michele article sturbridge goodyear census tridiagonal attention sob achromatic amort easy axes advance trickster compensate mecca anne collateral downspout infinity abominate legendre coerce amoco kind sad clay ancestral mazurka sprinkle celebrate peal caramel allocable cornflower 
emerge accurate bantam caviar landfill adenine callahan acquit eccles cyrillic breed diabase mutt shotgun don rumple altitude allah die zesty barnabas foliage buttercup grand sharp siliceous cognition inactive edifice kindle alliterate coequal pencil injunct brighton agate delusion abuse dicotyledon hardtop 
oxide promethium throw longish schizophrenic fitch chaise biharmonic postprocess lanthanide mr blot concurred aborigine isocline extemporaneous wayward genuine aver roomy herald cautious cornucopia adhere fingertip cringe aristotelian scrutable simplify testimony tonsil puffery ago bay acyclic waffle haste sicilian achromatic moluccas occipital heady lowry pfennig 
smithsonian waive glidden naughty toward simulate kirchoff apposite trudy acclamation ingratitude yeager superannuate bali illustrious adjutant storeroom abate chimney rachmaninoff dietz juncture covet lopez playful shrink del ellipsis administratrix dine azimuthal bedspread restive deportee bordello earl kafkaesque alizarin nazism jackass desolater balkan collegiate thicken draftee breach pyre beauty xylene crude carbide grata ream than cameraman aim 
",1 
2360,ham,"Subject: revised revised spreadsheet 
swing deal number has been added for chevron",0 
5154,spam,"Subject: this was the one recommended to me 
finally ! 
i have always worried about the size of my penis . when i have sex , 
even though she says that the sex is good , i know that what she really 
wants is an extra inch ! 
3 months ago i found the extender . i just put it on whilst i ' m driving 
the car and when i ' m sleeping . it stays hidden under my clothes and it 
is really surprisingly comfortable and soft . 
i could tell that my penis was getting longer and heavier , but i 
thought that when i took it back off i would shrink back to original 
size . i was really surprised ! 
i have been 4 . 5 long since adolescence 
when i took off the extender i was measuring 6 . 5 
after not wearing the extender for a week , i am still 6 long ! 
the lengthening is permanent ! 
i could not believe the results of this device . i am back to wearing it 
again and i ' m still getting larger ! my girlfriend says it is the best 
product i ' ve ever bought , and she always reminds me to put it on if i 
forget ! 
take a peek . . . we know it works . there ' s a total guarantee with it , too . if 
you are not completely satisfied with your length gain and comfort you get your 
money back . every penny . no - one sends them back ! 
the extender correct the curve of the penis too , straightening out sharp bends 
as new cells grow ! 
check it out 
",1 
1893,ham,"Subject: re : meter 0980438 - acock production ? ? ? ? ? ? 
mary , 
i have paid ccgm manually for both july and august production . sept 
production is due on the 31 st .",0 
5040,spam,"Subject: account # 20367 s tue , 28 jun 2005 11 : 41 : 41 - 0800 
hello , 
we sent you an email a while ago , because you now qualify 
for a much lower rate based on the biggest rate drop in years . 
you can now get $ 327 , 000 for as little as $ 617 a month ! 
bad credit ? doesn ' t matter , ^ low rates are fixed no matter what ! 
follow this link to process your application and a 24 hour approval : 
http : / / www . ddrefi . net / ? id = al 7 
best regards , 
harrison neely 
http : / / www . ddrefi . net / book . php 
",1 
2265,ham,"Subject: tuesday , december 26 th 
daren , 
the following logistics personnel will be in the office on tuesday : 
mary poorman 
mark mccoy 
eddie janzen 
tom acton 
aimee lannou 
if you think we need more or less people , please let me know and i will keep 
the group informed . 
thanks , 
mary",0 
991,ham,"Subject: hpl nom for june 17 , 2000 
( see attached file : hplo 617 . xls ) 
- hplo 617 . xls",0 
2593,ham,"Subject: nom / actual flow for 2 / 20 / 01 
we agree 
- - - - - - - - - - - - - - - - - - - - - - forwarded by melissa jones / texas utilities on 
02 / 21 / 2001 
04 : 03 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
"" eileen ponton "" on 02 / 21 / 2001 10 : 39 : 05 am 
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa 
jones / texas utilities @ tu 
cc : 
subject : nom / actual flow for 2 / 20 / 01 
nom = 16 , 667 
teco tap actual flow = 15 , 652 
all volumes are in mmbtu ' s",0 
4519,spam,"Subject: have the ability to attract members of the opposite sex 
improve your sex appeal 1 , 000 % 
i ' ve experimented with a myriad of pheromones products and along the way 
i ' ve discovered quite a few things . one that products containing three 
different pheromones work the best and two that you offer is by far the most 
potent triple blend formula on the market . outstanding ! edward , new jersey 
usa 
cnn : study finds proof that humans react to pheromones . the power of smell 
is undeniable , as the multi - b i l l i o n dollar perfume industry 
testifies . 
http : / / www . . com / p / 
detailed information or to un - subscribe or to see our address . 
he ate his daily tablet , and after watching the red glow fade in the 
western sky and the gray shadows of night settle around him he stretched 
himself comfortably upon the grass and went to sleep . the events of the day 
must have deepened his slumber , for when he awoke the sun was shining almost 
directly over him , showing that the day was well advanced 
he stood up , rubbed the sleep from his eyes and decided he would like a 
drink of water 
",1 
2941,ham,"Subject: me again 
did you survive bid week ? 
? 
i hear you lost another employee ( stacey ) . if you need someone to work for 
you i suppose i ' m free ( in a freedom sense , not $ ) . do you have any staff 
left ? 
? 
just giving you a hard time . ( like you need one ) 
? 
gotta run . almost have my * & % $ # ! ! @ # taxes done . if people had to write a ? personal check every quarter for their taxes there would be some big ? changes . it sucks . ? ? ? later , ? ken ? ? ? ?",0 
2615,ham,"Subject: meter 6884 
volume management was wondering if deals 137870 and 235670 needed to be 
extended into 2001 . these are deals with teco . let me know if you need me 
to extend them .",0 
3515,ham,"Subject: fw : the odds are against them 
there is no way to undermine the devastation and loss we ' ve all 
witnessed and felt over the last couple of weeks , but when you look at the 
following numbers and realize how much worse it could ' ve been , i guess there 
are a lot of people who were saved . . . 
subject : the odds are against them 
by now everyone has been hearing the death toll rise 
and reports of the 
destruction from the terrorist attacks on the us . 
these were deplorable 
acts 
that we will never forget . but now is a time to look 
at the other side of 
the 
numbers coming out of new york , washington and 
pennsylvania . the sad 
but somewhat uplifting side that the mainstream 
media has not reported yet 
- the survival rates and some positive news about 
the attacks . 
* * * the buildings * * * 
* the world trade center - 
the twin towers of the world trade center were 
places of employment for 
some 
50 , 000 people . with the missing list of just over 
5 , 000 people , that means 
90 % of the people targeted survived the attack . a 
90 % on a test is an ' a ' . 
* the pentagon - 
some 23 , 000 people were the target of a third plane 
aimed at the pentagon . 
the latest count shows that only 123 lost their 
lives . that is an amazing 
99 . 5 % survival rate . in addition , the plane seems to 
have come in too low , 
too early to affect a large portion of the building . 
on top of that , the 
section that was hit was the first of five sections 
to undergo renovations 
that would help protect the pentagon from terrorist 
attacks . it had 
recently 
completed straightening and blastproofing , saving 
untold lives . this attack 
was sad , but a statistical failure . 
* * * the planes * * * 
* american airlines flight 77 
this boeing 757 that was flown into the outside of 
the pentagon could have 
carried up to 289 people , yet only 64 were aboard . 
luckily 78 % of the seats 
were empty . 
* american airlines flight 11 
this boeing 767 could have had up to 351 people 
aboard , but only carried 
92 . 
thankfully 74 % of the seats were unfilled . 
* united airlines flight 175 
another boeing 767 that could have sat 351 people 
only had 65 people on 
board . fortunately it was 81 % empty . 
* united airlines flight 93 
this boeing 757 was one of the most uplifting 
stories yet . the smallest 
flight to be hijacked with only 45 people aboard out 
of a possible 289 had 
84 % of its capacity unused . yet these people stood 
up to the attackers and 
thwarted a fourth attempted destruction of a 
national landmark , saving 
untold numbers of lives in the process . 
* * * in summary * * * 
out of potentially 74 , 280 americans directly 
targeted by these inept 
cowards , 93 % survived or avoided the attacks . that ' s 
a higher survival rate 
than heart attacks , breast cancer , kidney 
transplants and liver transplants 
- all common , survivable illnesses . 
the hijacked planes were mostly empty , the pentagon 
was hit at it ' s 
strongest point , the overwhelming majority of people 
in the world trade 
center buildings escaped , and a handful of 
passengers gave the ultimate 
sacrifice to save even more lives . 
pass this information on to those in fear and the 
media . don ' t fear these 
terrorists . the odds are against them . 
regards , 
amy brock 
hbd marketing team 
office : 281 - 988 - 2157 
cell : 713 - 702 - 6815 
- - - - - original message - - - - - 
from : suzanne young [ smtp : syoung _ piedmont @ yahoo . com ] 
sent : friday , september 28 , 2001 7 : 42 am 
to : andrea ; janet bilyeu ; amy brock ; heather cottom ; crites ; christi 
degeare ; beverly edwards ; misty floyd ; leah haynes ; michele huneke ; john ; 
leslie ; vicki moyer ; kim pope ; kerri williams 
subject : fwd : the odds are against them 
note : forwarded message attached . 
do you yahoo ! ? 
listen to your yahoo ! mail messages from any phone . 
http : / / phone . yahoo . com 
= = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = ? easy unsubscribe click here : http : / / topica . com / u / ? a 84 vnf . a 9 ivhm ? or send an email to : brcc . yf - unsubscribe @ topica . com ? this email was sent to : dfarmer @ enron . com ? ? t o p i c a - - register now to manage your mail ! ? http : / / www . topica . com / partner / tago 2 / register ? = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =",0 
2648,ham,"Subject: flow change for fuels cotton valley redeliveries into hpl 
saturday , march 3 , the redeliveries into hpl from fuels cotton valley for 
the eastrans deal will increase to approximately 19500 mmbtu / dy . this 
change should continue through march 5 th or 6 th . the reason for the change 
is an operational emergency . defs typically delivers approximately 12200 
mmbtu / dy into txu lone star . this delivery will not be able to occur 
because the alford b compressor needs to get into the shop for maintenance . 
this compressor will be out of commission for the month of march . the 
busby compressor will compress the usual 7300 mmbtu / dy of fuels cotton 
valley redelivery gas as well as the 12200 mmbtu / dy of txu lone star 
redelivery gas . a different redelivery point with txu lone star is being 
established and should be available by march 5 th or 6 th . at this point in 
time , we will take the hpl fuels cotton valley redelivery gas to zero and 
balance the redeliveries between the two points . therefore , defs will not 
change the delivery or redelivery nominations in place for eastrans . after 
the new txu lone star redelivery point is put into place and the points are 
volume balanced , it is our intent to have redeliveries of 7300 mmbtu / dy 
from fuels cotton valley and 22700 mmbtu / dy into pg & e ( which is what is in 
place effective 3 / 1 / 01 ) for eastrans .",0 
1574,ham,"Subject: enron / hpl actuals for sept . 7 , 2000 
teco tap 88 . 750 / hpl iferc ; 36 . 250 / enron 
ls hpl lsk ic 3 . 750 / enron",0 
724,ham,"Subject: updated spreadsheet 
here are the updates for may . you will notice i have not added the extra 
deals for equistar chemical because it didn ' t effect the whole month , plus i 
only found the split out for the sale upto 4 / 00 not the purchase . 
julie",0 
4107,spam,"Subject: notebookplus - mobile accessories charset = us - ascii "" > 
notebookplusmobile 
accessories 
adapters / batteries / chargers 
mobile 
accessories 
adapters / batteries / chargers 
notebook alarm 440813 
ac adapter 
perfect for the busy traveler . 
$ 10 . 95 
common ac 
adapter : 
$ 85 . 00 
detects movement of your notebook case , 
briefcase or luggage . 
9 tips . 
ac input 110 - 230 volts , 60 / 50 hz 1 . 8 a 
three different alarm sounds and time 
settings . 
dc output 15 v ~ 19 v 
slim , light weight . 
usb flex light - clip version 
431910 
laptop battery 
perfect for traveling , presentations or evening 
work . 
$ 5 . 90 
common laptop battery : 
$ 358 . 00 
gently illuminates your keyboard without 
disturbing others . 
output 16 v - 3 . 75 a 20 v - 3 a 
size of a mouse pad . 
plug directly into any usb port - no external power 
needed . 
output 16 v - 3 . 75 a 20 v - 3 a 
uses less than 90 seconds per hour of battery 
charge . 
7 
hours run time . 
fits easily into your notebook case . 
9 tips . 
100 , 000 - hour lifetime 
multi - nation travel 
plug 169301 
laptop / notebook battery 
charger 
multiple plugs to fit any foreign outlet . 
$ 9 . 75 
dual bay smart laptop / notebook battery 
charger . 
call 
plug your appliance into the travel plug ~ and the travel plug 
into any foreign outlet . 
please note this adapter does not ~ convert 
electricity . 
accommodates any north american , great britain , 
european , australian , new zealand , or south american appliance 
plug . 
notebook security 
combination lock 440684 
charger 
secures notebook to stationary 
objects . 
$ 8 . 50 
camcorder / digital battery 
charger : 
$ 65 . 00 
works with most 3 . 6 / 3 . 7 / 7 . 2 / 7 . 4 li - ion 
batteries . 
coiled 3 ' vinyl coated steel cable . 
includes 3 plates for all common 
batteries . 
over voltage / short - circuit protection . 
heavy duty combination lock . 
fast charging . 
installs in seconds . 
includes ac + car adapters . 
usb mini fan 431989 
laptop / notebook batteries 
powered directly from any usb port . 
$ 4 . 50 
for : 
call 
15000 rpm motor with soft rubber blades . 
flexible cable for easy positioning . 
uses less than 90 seconds per hour of battery 
charge . 
20 cm usb cable . 
provides steady stream of fresh air . 
usb flex light - flex version 
431644 
car and air 
adapter 
meet 
face - to - face online . 
$ 15 . 90 
comes with convertor for airplane and 
car . 
$ 89 . 00 
capture 
and email stills and videos . 
powers notebooks / laptops while 
charging battery . 
add 
live images to your instant messages . 
play 
cool camera games usb for true plug and play setup . 
includes user friendly photo editing / greeting card software . 
windows 98 / 2000 / me / xp compatible . 
visit : http : / / www . computron - me . com for deals ! 
for more product information , 
please visit : http : / / www . notebookplus . net 
your one stop 
distributorjebel ali duty free zonedubai , uae . www . computron - me . com 
for latest clearance sale listing contact our 
sales department . 
only limited quantities available on selected 
specials ! ! ! ! 
for further details please send 
your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com 
compaq 
hewlett packard 
3 com 
dell 
intel 
iomega 
epson 
aopen 
creative 
toshiba 
apc 
cisco 
us 
robotics 
microsoft 
canon 
intellinet 
targus 
viewsonic 
ibm 
sony 
- - - - - - - and lots more 
! ! ! 
if you have any 
complaints / suggestions contact : customerservice @ computron - me . com 
tel + 971 4 
8834464 
all prices in u . s . dollars , ex - works , 
fax + 971 4 8834454 
jebel ali duty free zone 
www . computron - me . com 
prices and availability subject to change 
usa - canada 
u . a . e . 
without 
notice . 
to receive 
our special offers in plain 
text format 
reply to this mail with the request * for export only 
* 
this 
email can not be considered spam as long as we include : contact 
information remove instructions . this message is intended for dealer 
and resellers only . if you have somehow gotten on this list in error , or 
for any other reason would like to be removed , please reply with "" remove 
"" in the subject line of your message . this message is being sent to you 
in compliance with the federal legislation for commercial e - mail 
( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii 
passed by the 105 th u . s . congress . 
all logos and 
trademarks are the property of their respective 
owners 
products may not be exactly as shown 
above 
- - 
to unsubscribe from : computron 3 , just follow this link : 
click the link , or copy and paste the address into your browser . 
please give it atleast 48 hours for unsubscription to be effective .",1 
357,ham,"Subject: follow up 1 / 2 day off - site 
please hold thursday , march 9 th 11 : 30 - 5 : 00 pm as tentative for the follow 
up meeting to our off - site . as soon as i have more concrete information i 
will let you know . 
note : 
if i manage your calendar , it has been updated . 
thank you ! 
yvette 
x 3 . 5953",0 
1092,ham,"Subject: republic royalty 5 / 00 
this deal was terminated by nelson ferries . 
ami 
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 28 / 2000 
10 : 42 am - - - - - - - - - - - - - - - - - - - - - - - - - - - 
from : megan parker 06 / 28 / 2000 10 : 28 am 
to : ami chokshi / corp / enron @ enron , o ' neal d winfree / hou / ect @ ect 
cc : 
subject : republic royalty 5 / 00 
republic royalty is one of my ces deals . they sent me an invoice for may 
2000 production , but i do not see a deal for may . does either of you know if 
this deal was extended under a new deal number ? 
megan",0 
1204,ham,"Subject: pictures 
i had computer problems today , which snarf ' d all the addresses that i have 
previous e - mailed you folks . none of those previous http address are valid 
any more . 
so , look to http : / / 24 . 27 . 98 . 30 / pictures / index . htm to find a table of 
contents of july pictures . i ' ll try to keep this updated , as new pictures 
are posted . 
thanks , 
ram tackett , ( mailto : rtackett @ abacustech . net ) 
owner , abacus technologies 
17611 loring lane , spring , tx 77388 - 5746 
( 281 ) 651 - 7106 ; fax ( 281 ) 528 - 8636 web : http : / / www . abacustech . net 
- ram tackett ( e - mail ) . vcf",0 
4465,spam,"Subject: doing business with you 
mr . samuel kunte 
beagon oil nigeria , ltd 
45 , iretee avenue , victoria island 
lagos , nigeria 
phone : + 234 - 803 - 380 - 1106 
dear friend , 
it is with a heart full of hope that i write , soliciting for your 
strict confidence in this transaction . this is by virtue of its nature 
as being confidential and top secret . i feel quite safe dealing with 
you in this business proposition , having gone through your remarkable 
profile on the internet . though , this medium ( internet ) has been greatly 
abused , i choose to reach you through it because it still remains the 
fastest , surest and most secured medium of communication . however , 
this correspondence is official and private , and it should be treated 
as such . i also guarantee you that this deal is hitch free from all what 
you may think of . 
i am an accountant with beagon nigeria , ltd . foreign oil company based 
in lagos , nigeria . beagon was involved in prospecting , drilling and 
bunkering of oil at high sea ( offshore ) , with expatriate consisting 
majority of the staff strength . unfortunately , these expatriates got 
into an illegal sale of oil and the money from it transferred through a 
security company out of the country but with a security stamp on it . 
the federal government of nigeria discovered the illegal deal , and 
revoked their license and the expatriates were repatriated . so , by 
virtue of my position as the accountant of the company , i have in my 
possession the documents containing information about the trunk box 
deposited with the security company . the content of this box is thirty 
two million united states dollars ( us $ 32 m ) . 
i have put in an application with the security company to transfer the 
box to their correspondence office abroad , which they have obliged . 
and being that this deal was been carried out by foreign firm , i need a 
trustworthy foreigner like you that will assist me to a logical 
conclusion of this pending business which both of us will bound to 
benefit earnestly . all i need from you is to stand before the security 
company and sign as one of expatriates to enable you claim the money 
and pay it into your bank account . 
please , note that this transaction is 100 % risk - free , for every 
machineries has been put in place for successful conclusion . note , i 
have with me all the necessary documents that will prove that the 
money is for you . i expect you to be trustworthy and kind enough to 
keep my own share , when the money hit your account . 
we hereby agree to compensate your sincere and candid effort in this 
regard with 20 % of the fund after the transfer and 5 % ( percent ) will be 
set aside for any expenses both local and international transportation , 
telephone bills etc , while 75 % will be for me and two of my colleagues . 
this deal will be concluded within seven ( 7 ) working days as soon as 
you indicate your readiness to assist in this beneficial transaction . 
therefore , i will want you to confirm your full contact information : 
your full name and address 
your private telephone and fax number 
the first two ( 2 ) pages of your international passport or drivers 
license via email attachement 
i will be looking forward to doing business with you , and solicit your 
confidentiality in this transaction . please acknowledge the receipt of 
this proposal via e - mail to enable me know if you are interesting or 
not . 
yours , faithfully , 
mr . samuel kunte 
tele : 234 - 803 - 380 - 1106 
prvt : ( skunte 775 @ yahoo . de ) 
",1 
4403,spam,"Subject: human viruses blown away ! ! ! 
the ancient secret of life 
' the antidote ' 
kills all known deadly viruses & bacteria in the body that keep diseases , namely : 
influenza , sars , cancer , hiv etc . etc . active . 
a disease must be made dormant to stop infection . 
' the antidote ' is the answer . 
free shipping & 30 - day money back guarantee 
we are the only company in the world who have developed 
and enhanced this product for sale . 
click here for more info 
conflagrate existent wine waterbury arkansas nonce plot befall colombo inure 
bombast very inflicter croix boot bustard congestion transposable sulfuric 
saucy tioga quantile erich tepee trisodium seraglio biochemic newfound wale eyed 
oldster parsimonious division snivel ad perfidious covenant gunfire 
inclusive dromedary ado ashley gigahertz compton debtor orgasm discipline brassiere 
awry corpulent accrual crosspoint disastrous there ' ll cam clio antarctic stonewort lean 
cutthroat palmate everywhere prodigal monkish primate abscess expert 
mesa bank octogenarian drudge checklist hemispheric islamic andiron janeiro 
pastime concurred barge greedy terpsichorean shirk baltic sprint anchorite 
criss wiley stevenson donkey chamomile froth boat caryatid tropospheric 
bridgehead hostelry lemuel price delightful ekstrom eugenic beresford syntheses rhodonite isis 
fbi torr cerebrate workbook emolument klystron roach awhile 
swath nurture oases luck presidential rank baneful competition cytochemistry 
infuse bourbaki armata dig cobblestone deregulatory ambitious areawide brazil magisterial 
zoe bowie iraq rinehart bookend programming laocoon scowl 
",1 
1223,ham,"Subject: new version of stack manager 
introduction 
in response to feedback received from enron traders worldwide , we have 
upgraded and improved the stack manager to include new functionality which we 
hope will improve its effectiveness and usefulness in the management of your 
products . 
this new release will be automatically installed within the next few days . 
please ensure you log out at night in order to receive the upgrade . 
summary of new features 
multiple children - a "" child "" product can be the "" parent "" of another child 
( multiple links in a chain ) and different types of links can be placed 
against a single parent . 
static product bar prices - when you change a price in the product bar and 
hit the "" + "" or "" - "" button , the price stays - it does not reset to the amount 
in product properties until you logout . 
sorting - you can sort by any field on the products tab simply by clicking on 
the title of the field . for multiple sorts , hold down your "" shift "" key . 
parent products which are at the top of a stack do not have their basis 
relationship identified . ( e . g . the product bar might before have said : "" basis 
link - parent "" and now would say "" stand alone , parent "" ) . 
detailed feature descriptions 
multiple children 
the new version of enrononline allows you to link several products together 
in a long chain . for example , child product a can be linked to parent product 
b , which is in turn linked to parent product c . 
warning : although there is no absolute limit to the number of links in a 
chain , system performance is degraded by large chains . this is because when a 
customer attempts a transaction , the database must "" lock "" each and every 
product in the chain before it can process the transaction request . the 
database must then update the stack for each product before releasing the 
locks . "" vertical "" chains ( multiple parents and children in one long link ) are 
much slower to process than "" flat "" chains ( one parent with many children ) . 
large vertical chains should be avoided . 
related to this feature is the ability to have several types of links on the 
same parent . for example , child product a can have a basis link to parent 
product b . at the same time , child product c can have a syncopated basis link 
to the same parent product b . parent b is the parent for both a syncopated 
basis link and a regular basis link . 
static product bar prices 
the new version of enrononline provides for "" sticky "" product bar price and 
volume changes . when you change a number on the product bar , it does not 
reset to the number contained in the product properties menu until after you 
have logged out . this makes it easier to update prices , volumes , spreads or 
offsets in a changing market without repeated hits to the "" + "" or "" - "" buttons . 
one of the benefits of setting these numbers to appropriate levels is that it 
reduces repeated price movements . with the old version of stack manager , if 
the price delta was too small , traders would often repeatedly hit the price 
movement buttons . each of these price changes must be communicated across the 
website to customers and consumes valuable bandwidth . this makes it harder 
for customers to transact with us - each time they try , a new price update 
moves the price , resulting in an increased transaction failure rate . entering 
an appropriate price into the price delta field and then pressing the price 
movement button means that fewer ( but larger ) price movements are necessary , 
improving overall system response and reducing customer transaction failure 
rate . 
you may also notice a new addition to the product bar prices - a new field 
for offset to last trade . this allows you to update the offset for products 
which have offset to last trade selected from the product properties menu . 
sorting / selecting 
the new version of enrononline provide significant additional sorting 
functionality over the old . you can now choose any field heading ( type , 
location , reference period , etc . ) and sort by that item . you can do multiple 
sorts by holding down the shift key . example : if you select type and then 
location while holding the shift key , you will see your products sorted first 
by product type and then within each product type , by location ( in 
alphabetical order ) . 
if you right click on the product menu , you can choose from the same sort 
criteria , plus you can select "" sort by web order "" , which allows you to see 
your products in the same order as they would appear to a customer on the 
website ( note however , that a customer on the website might be also seeing a 
number of products in addition to the ones you are managing ) . 
when you select products , you can drag your mouse while holding down the left 
mouse button as always , but now you can also hold down the key while 
making your selections . this allows you to highlight products which are not 
necessarily adjacent to one another . 
parent products and f / x products 
one of the differences in the way that the new version works is in its 
treatment of how parent products are displayed . the old version showed the 
type of link associated with the parent in the product bar ( to the left of 
the main product bar update buttons above the products tabs ) . the new version 
does not show the type of link . this is because the new version allows for 
more than one type of link on each parent product . 
some traders may notice that their products which have f / x links are now 
identified with a stylised "" fx "" in the product list . this is to enable easy 
identification of products which are run as a foreign exchange link to the 
parent , rather than managed individually . 
assistance 
as always , if you have any problems with any enrononline functionality , 
please contact the 24 hour help desk ( houston : 713 853 4357 , london : + 44 ( 0 ) 
20 7783 7783 , australia : + 61 2 9229 2300 ) . 
general feedback 
if you have any comments on the new functionality , or suggestions for further 
functionality , please call david forster on 713 853 1861 . if you had 
previously suggested new functionality which didn ' t make it into this 
release , rest assured that you have not been forgotten - we are working hard 
to improve all elements of enrononline and will try to incorporate your 
requests into the next release of the enrononline stack manager .",0 
2290,ham,"Subject: hpl meter # 980070 rusk d / p - lone star hpl 
daren : 
during the period of 11 / 4 / 99 to 12 / 4 / 99 , the above meter has recorded flow on 
the following days : 
days mmbtus 
11 / 4 / 99 2 , 813 
11 / 7 / 99 4 , 248 
11 / 8 / 99 2 , 287 
11 / 10 / 99 23 
11 / 24 / 99 100 
11 / 25 / 99 421 
11 / 26 / 99 3 , 611 
11 / 27 / 99 989 
11 / 28 / 99 7 
12 / 1 / 99 1 , 825 
12 / 5 / 99 205 
30 , 287 
deal # 127445 was at this meter for only 1 day ( november 3 , 1999 ) . deal 
# 129706 was at this meter for only 1 day ( november 16 , 1999 ) . deal # 133219 
was at this meter for only 2 days ( december 1 & 2 , 1999 ) . currently , these 
volumes are being booked under the hpl strangers gas contract . logistics 
needs either ( 1 ) have some or all of these deals extended , ( 2 ) new deal , or 
( 3 ) approval to write - off these volumes to unaccounted for gas . ( please 
print , sign , and return original to clem cernosek ) . 
deal / deal ticket # / customer ( seller / buyer ) 
or 
approval to write - off the volumes to unaccounted for gas loss 
thanks , clem",0 
